MeasureItem;Month;Year;Category;Area;MeasureItemID;CreationDate;Representativity;ProvidedValue;ProvidedValueCode
Monthly Domestic Values;1;2025;Hydro Pumped Storage;AT;B10;04/09/2025 15:48;100;479,8702;
Monthly Domestic Values;2;2025;Hydro Pumped Storage;AT;B10;04/09/2025 15:48;100;436,218;
Monthly Domestic Values;3;2025;Hydro Pumped Storage;AT;B10;04/09/2025 15:48;100;393,6925;
Monthly Domestic Values;4;2025;Hydro Pumped Storage;AT;B10;04/09/2025 15:48;100;343,4113;
Monthly Domestic Values;5;2025;Hydro Pumped Storage;AT;B10;04/09/2025 15:48;100;418,0123;
Monthly Domestic Values;6;2025;Hydro Pumped Storage;AT;B10;04/09/2025 15:48;100;396,6976;
Monthly Domestic Values;1;2025;Hydro Run-of-river and poundage;AT;B11;04/09/2025 15:48;100;1635,5362;
Monthly Domestic Values;2;2025;Hydro Run-of-river and poundage;AT;B11;04/09/2025 15:48;100;1362,4925;
Monthly Domestic Values;3;2025;Hydro Run-of-river and poundage;AT;B11;04/09/2025 15:48;100;1447,4297;
Monthly Domestic Values;4;2025;Hydro Run-of-river and poundage;AT;B11;04/09/2025 15:48;100;2086,1792;
Monthly Domestic Values;5;2025;Hydro Run-of-river and poundage;AT;B11;04/09/2025 15:48;100;2554,8403;
Monthly Domestic Values;6;2025;Hydro Run-of-river and poundage;AT;B11;04/09/2025 15:48;100;2475,5193;
Monthly Domestic Values;1;2025;Hydro Water Reservoir;AT;B12;04/09/2025 15:48;100;263,177;
Monthly Domestic Values;2;2025;Hydro Water Reservoir;AT;B12;04/09/2025 15:48;100;250,344;
Monthly Domestic Values;3;2025;Hydro Water Reservoir;AT;B12;04/09/2025 15:48;100;169,2823;
Monthly Domestic Values;4;2025;Hydro Water Reservoir;AT;B12;04/09/2025 15:48;100;209,0834;
Monthly Domestic Values;5;2025;Hydro Water Reservoir;AT;B12;04/09/2025 15:48;100;326,1597;
Monthly Domestic Values;6;2025;Hydro Water Reservoir;AT;B12;04/09/2025 15:48;100;401,3754;
Monthly Domestic Values;1;2025;Other;AT;B20;04/09/2025 15:48;100;16,368;
Monthly Domestic Values;2;2025;Other;AT;B20;04/09/2025 15:48;100;14,784;
Monthly Domestic Values;3;2025;Other;AT;B20;04/09/2025 15:48;100;16,368;
Monthly Domestic Values;4;2025;Other;AT;B20;04/09/2025 15:48;100;15,84;
Monthly Domestic Values;5;2025;Other;AT;B20;04/09/2025 15:48;100;16,368;
Monthly Domestic Values;6;2025;Other;AT;B20;04/09/2025 15:48;100;15,84;
Monthly Domestic Values;1;2025;Other renewable;AT;B15;04/09/2025 15:48;100;0;
Monthly Domestic Values;2;2025;Other renewable;AT;B15;04/09/2025 15:48;100;0;
Monthly Domestic Values;3;2025;Other renewable;AT;B15;04/09/2025 15:48;100;0;
Monthly Domestic Values;4;2025;Other renewable;AT;B15;04/09/2025 15:48;100;0;
Monthly Domestic Values;5;2025;Other renewable;AT;B15;04/09/2025 15:48;100;0;
Monthly Domestic Values;6;2025;Other renewable;AT;B15;04/09/2025 15:48;100;0;
Monthly Domestic Values;1;2025;Solar;AT;B16;04/09/2025 15:48;100;194,535;
Monthly Domestic Values;2;2025;Solar;AT;B16;04/09/2025 15:48;100;287,015;
Monthly Domestic Values;3;2025;Solar;AT;B16;04/09/2025 15:48;100;478,732;
Monthly Domestic Values;4;2025;Solar;AT;B16;04/09/2025 15:48;100;638,337;
Monthly Domestic Values;5;2025;Solar;AT;B16;04/09/2025 15:48;100;651,225;
Monthly Domestic Values;6;2025;Solar;AT;B16;04/09/2025 15:48;100;867,195;
Monthly Domestic Values;1;2025;Waste;AT;B17;04/09/2025 15:48;100;74,4;
Monthly Domestic Values;2;2025;Waste;AT;B17;04/09/2025 15:48;100;67,2;
Monthly Domestic Values;3;2025;Waste;AT;B17;04/09/2025 15:48;100;74,4;
Monthly Domestic Values;4;2025;Waste;AT;B17;04/09/2025 15:48;100;72;
Monthly Domestic Values;5;2025;Waste;AT;B17;04/09/2025 15:48;100;74,4;
Monthly Domestic Values;6;2025;Waste;AT;B17;04/09/2025 15:48;100;72;
Monthly Domestic Values;1;2025;Wind Onshore;AT;B19;04/09/2025 15:48;100;722,367;
Monthly Domestic Values;2;2025;Wind Onshore;AT;B19;04/09/2025 15:48;100;614,189;
Monthly Domestic Values;3;2025;Wind Onshore;AT;B19;04/09/2025 15:48;100;857,762;
Monthly Domestic Values;4;2025;Wind Onshore;AT;B19;04/09/2025 15:48;100;920,426;
Monthly Domestic Values;5;2025;Wind Onshore;AT;B19;04/09/2025 15:48;100;561,302;
Monthly Domestic Values;6;2025;Wind Onshore;AT;B19;04/09/2025 15:48;100;575,399;
Monthly Domestic Values;1;2025;Fossil Brown coal/Lignite;BA;B02;04/09/2025 15:48;100;771,66795;
Monthly Domestic Values;2;2025;Fossil Brown coal/Lignite;BA;B02;04/09/2025 15:48;100;627,82919;
Monthly Domestic Values;3;2025;Fossil Brown coal/Lignite;BA;B02;04/09/2025 15:48;100;625,49955;
Monthly Domestic Values;4;2025;Fossil Brown coal/Lignite;BA;B02;04/09/2025 15:48;100;499,50497;
Monthly Domestic Values;5;2025;Fossil Brown coal/Lignite;BA;B02;04/09/2025 15:48;100;389,89078;
Monthly Domestic Values;6;2025;Fossil Brown coal/Lignite;BA;B02;04/09/2025 15:48;100;450,6872;
Monthly Domestic Values;1;2025;Hydro Pumped Storage;BA;B10;04/09/2025 15:48;100;5,8031;
Monthly Domestic Values;2;2025;Hydro Pumped Storage;BA;B10;04/09/2025 15:48;100;11,20144;
Monthly Domestic Values;3;2025;Hydro Pumped Storage;BA;B10;04/09/2025 15:48;100;35,65139;
Monthly Domestic Values;4;2025;Hydro Pumped Storage;BA;B10;04/09/2025 15:48;100;11,88399;
Monthly Domestic Values;5;2025;Hydro Pumped Storage;BA;B10;04/09/2025 15:48;100;10,16773;
Monthly Domestic Values;6;2025;Hydro Pumped Storage;BA;B10;04/09/2025 15:48;100;9,127;
Monthly Domestic Values;1;2025;Hydro Run-of-river and poundage;BA;B11;04/09/2025 15:48;100;62,41725;
Monthly Domestic Values;2;2025;Hydro Run-of-river and poundage;BA;B11;04/09/2025 15:48;100;42,69627;
Monthly Domestic Values;3;2025;Hydro Run-of-river and poundage;BA;B11;04/09/2025 15:48;100;88,28769;
Monthly Domestic Values;4;2025;Hydro Run-of-river and poundage;BA;B11;04/09/2025 15:48;100;72,41829;
Monthly Domestic Values;5;2025;Hydro Run-of-river and poundage;BA;B11;04/09/2025 15:48;100;47,99497;
Monthly Domestic Values;6;2025;Hydro Run-of-river and poundage;BA;B11;04/09/2025 15:48;100;29,40195;
Monthly Domestic Values;1;2025;Hydro Water Reservoir;BA;B12;04/09/2025 15:48;100;348,0093;
Monthly Domestic Values;2;2025;Hydro Water Reservoir;BA;B12;04/09/2025 15:48;100;286,17451;
Monthly Domestic Values;3;2025;Hydro Water Reservoir;BA;B12;04/09/2025 15:48;100;382,52632;
Monthly Domestic Values;4;2025;Hydro Water Reservoir;BA;B12;04/09/2025 15:48;100;284,62613;
Monthly Domestic Values;5;2025;Hydro Water Reservoir;BA;B12;04/09/2025 15:48;100;206,62866;
Monthly Domestic Values;6;2025;Hydro Water Reservoir;BA;B12;04/09/2025 15:48;100;206,9348;
Monthly Domestic Values;1;2025;Other renewable;BA;B15;04/09/2025 15:48;100;0;
Monthly Domestic Values;2;2025;Other renewable;BA;B15;04/09/2025 15:48;100;0;
Monthly Domestic Values;3;2025;Other renewable;BA;B15;04/09/2025 15:48;100;0;
Monthly Domestic Values;4;2025;Other renewable;BA;B15;04/09/2025 15:48;100;0;
Monthly Domestic Values;5;2025;Other renewable;BA;B15;04/09/2025 15:48;100;0;
Monthly Domestic Values;6;2025;Other renewable;BA;B15;04/09/2025 15:48;100;0;
Monthly Domestic Values;1;2025;Solar;BA;B16;04/09/2025 15:48;100;4,15785;
Monthly Domestic Values;2;2025;Solar;BA;B16;04/09/2025 15:48;100;6,77043;
Monthly Domestic Values;3;2025;Solar;BA;B16;04/09/2025 15:48;100;11,32032;
Monthly Domestic Values;4;2025;Solar;BA;B16;04/09/2025 15:48;100;14,51599;
Monthly Domestic Values;5;2025;Solar;BA;B16;04/09/2025 15:48;100;18,97902;
Monthly Domestic Values;6;2025;Solar;BA;B16;04/09/2025 15:48;100;22,84016;
Monthly Domestic Values;1;2025;Wind Onshore;BA;B19;04/09/2025 15:48;100;16,10495;
Monthly Domestic Values;2;2025;Wind Onshore;BA;B19;04/09/2025 15:48;100;12,1696;
Monthly Domestic Values;3;2025;Wind Onshore;BA;B19;04/09/2025 15:48;100;19,62234;
Monthly Domestic Values;4;2025;Wind Onshore;BA;B19;04/09/2025 15:48;100;18,15755;
Monthly Domestic Values;5;2025;Wind Onshore;BA;B19;04/09/2025 15:48;100;13,96003;
Monthly Domestic Values;6;2025;Wind Onshore;BA;B19;04/09/2025 15:48;100;11,106;
Monthly Domestic Values;1;2025;Biomass;BE;B01;04/09/2025 15:48;100;57,56284;
Monthly Domestic Values;2;2025;Biomass;BE;B01;04/09/2025 15:48;100;51,64356;
Monthly Domestic Values;3;2025;Biomass;BE;B01;04/09/2025 15:48;100;60,03703;
Monthly Domestic Values;4;2025;Biomass;BE;B01;04/09/2025 15:48;100;56,75;
Monthly Domestic Values;5;2025;Biomass;BE;B01;04/09/2025 15:48;100;49,4582;
Monthly Domestic Values;6;2025;Biomass;BE;B01;04/09/2025 15:48;100;61,39543;
Monthly Domestic Values;1;2025;Consumption of Hydro Pumped Storage;BE;(B10);04/09/2025 15:51;100;97,68506;
Monthly Domestic Values;2;2025;Consumption of Hydro Pumped Storage;BE;(B10);04/09/2025 15:51;100;77,50835;
Monthly Domestic Values;3;2025;Consumption of Hydro Pumped Storage;BE;(B10);04/09/2025 15:51;100;99,27466;
Monthly Domestic Values;4;2025;Consumption of Hydro Pumped Storage;BE;(B10);04/09/2025 15:51;100;110,99069;
Monthly Domestic Values;5;2025;Consumption of Hydro Pumped Storage;BE;(B10);04/09/2025 15:51;100;96,5715;
Monthly Domestic Values;6;2025;Consumption of Hydro Pumped Storage;BE;(B10);04/09/2025 15:51;100;103,03809;
Monthly Domestic Values;1;2025;Consumption of Wind Offshore;BE;(B18);04/09/2025 15:51;100;1,84092;
Monthly Domestic Values;2;2025;Consumption of Wind Offshore;BE;(B18);04/09/2025 15:51;100;1,00441;
Monthly Domestic Values;3;2025;Consumption of Wind Offshore;BE;(B18);04/09/2025 15:51;100;2,61163;
Monthly Domestic Values;4;2025;Consumption of Wind Offshore;BE;(B18);04/09/2025 15:51;100;2,15914;
Monthly Domestic Values;5;2025;Consumption of Wind Offshore;BE;(B18);04/09/2025 15:51;100;1,00884;
Monthly Domestic Values;6;2025;Consumption of Wind Offshore;BE;(B18);04/09/2025 15:51;100;1,77118;
Monthly Domestic Values;1;2025;Energy storage;BE;B25;04/09/2025 15:48;100;13,35206;
Monthly Domestic Values;2;2025;Energy storage;BE;B25;04/09/2025 15:48;100;12,27412;
Monthly Domestic Values;3;2025;Energy storage;BE;B25;04/09/2025 15:48;100;15,64262;
Monthly Domestic Values;4;2025;Energy storage;BE;B25;04/09/2025 15:48;100;14,1434;
Monthly Domestic Values;5;2025;Energy storage;BE;B25;04/09/2025 15:48;100;12,55957;
Monthly Domestic Values;6;2025;Energy storage;BE;B25;04/09/2025 15:48;100;12,38454;
Monthly Domestic Values;1;2025;Fossil Gas;BE;B04;04/09/2025 15:48;100;1533,97047;
Monthly Domestic Values;2;2025;Fossil Gas;BE;B04;04/09/2025 15:48;100;1608,75493;
Monthly Domestic Values;3;2025;Fossil Gas;BE;B04;04/09/2025 15:48;100;1263,13513;
Monthly Domestic Values;4;2025;Fossil Gas;BE;B04;04/09/2025 15:48;100;1108,86476;
Monthly Domestic Values;5;2025;Fossil Gas;BE;B04;04/09/2025 15:48;100;674,69794;
Monthly Domestic Values;6;2025;Fossil Gas;BE;B04;04/09/2025 15:48;100;738,96017;
Monthly Domestic Values;1;2025;Fossil Oil;BE;B06;04/09/2025 15:48;100;0,34878;
Monthly Domestic Values;2;2025;Fossil Oil;BE;B06;04/09/2025 15:48;100;0,05863;
Monthly Domestic Values;3;2025;Fossil Oil;BE;B06;04/09/2025 15:48;100;0,01837;
Monthly Domestic Values;4;2025;Fossil Oil;BE;B06;04/09/2025 15:48;100;0,0129;
Monthly Domestic Values;5;2025;Fossil Oil;BE;B06;04/09/2025 15:48;100;0,00296;
Monthly Domestic Values;6;2025;Fossil Oil;BE;B06;04/09/2025 15:48;100;0,3243;
Monthly Domestic Values;1;2025;Hydro Pumped Storage;BE;B10;04/09/2025 15:48;100;71,39258;
Monthly Domestic Values;2;2025;Hydro Pumped Storage;BE;B10;04/09/2025 15:48;100;56,29363;
Monthly Domestic Values;3;2025;Hydro Pumped Storage;BE;B10;04/09/2025 15:48;100;72,2149;
Monthly Domestic Values;4;2025;Hydro Pumped Storage;BE;B10;04/09/2025 15:48;100;81,68005;
Monthly Domestic Values;5;2025;Hydro Pumped Storage;BE;B10;04/09/2025 15:48;100;71,26705;
Monthly Domestic Values;6;2025;Hydro Pumped Storage;BE;B10;04/09/2025 15:48;100;75,43967;
Monthly Domestic Values;1;2025;Hydro Run-of-river and poundage;BE;B11;04/09/2025 15:48;100;28,35246;
Monthly Domestic Values;2;2025;Hydro Run-of-river and poundage;BE;B11;04/09/2025 15:48;100;28,67336;
Monthly Domestic Values;3;2025;Hydro Run-of-river and poundage;BE;B11;04/09/2025 15:48;100;21,2412;
Monthly Domestic Values;4;2025;Hydro Run-of-river and poundage;BE;B11;04/09/2025 15:48;100;9,84309;
Monthly Domestic Values;5;2025;Hydro Run-of-river and poundage;BE;B11;04/09/2025 15:48;100;6,04412;
Monthly Domestic Values;6;2025;Hydro Run-of-river and poundage;BE;B11;04/09/2025 15:48;100;0,5703;
Monthly Domestic Values;1;2025;Nuclear;BE;B14;04/09/2025 15:48;100;2872,49582;
Monthly Domestic Values;2;2025;Nuclear;BE;B14;04/09/2025 15:48;100;2476,84874;
Monthly Domestic Values;3;2025;Nuclear;BE;B14;04/09/2025 15:48;100;2373,99509;
Monthly Domestic Values;4;2025;Nuclear;BE;B14;04/09/2025 15:48;100;1578,82225;
Monthly Domestic Values;5;2025;Nuclear;BE;B14;04/09/2025 15:48;100;1794,85472;
Monthly Domestic Values;6;2025;Nuclear;BE;B14;04/09/2025 15:48;100;1706,75875;
Monthly Domestic Values;1;2025;Other;BE;B20;04/09/2025 15:48;100;515,36294;
Monthly Domestic Values;2;2025;Other;BE;B20;04/09/2025 15:48;100;538,62136;
Monthly Domestic Values;3;2025;Other;BE;B20;04/09/2025 15:48;100;536,02254;
Monthly Domestic Values;4;2025;Other;BE;B20;04/09/2025 15:48;100;441,34162;
Monthly Domestic Values;5;2025;Other;BE;B20;04/09/2025 15:48;100;440,27106;
Monthly Domestic Values;6;2025;Other;BE;B20;04/09/2025 15:48;100;411,82923;
Monthly Domestic Values;1;2025;Solar;BE;B16;04/09/2025 15:48;100;206,40814;
Monthly Domestic Values;2;2025;Solar;BE;B16;04/09/2025 15:48;100;468,21423;
Monthly Domestic Values;3;2025;Solar;BE;B16;04/09/2025 15:48;100;997,72722;
Monthly Domestic Values;4;2025;Solar;BE;B16;04/09/2025 15:48;100;1260,15715;
Monthly Domestic Values;5;2025;Solar;BE;B16;04/09/2025 15:48;100;1318,63847;
Monthly Domestic Values;6;2025;Solar;BE;B16;04/09/2025 15:48;100;1370,47618;
Monthly Domestic Values;1;2025;Waste;BE;B17;04/09/2025 15:48;100;170,40455;
Monthly Domestic Values;2;2025;Waste;BE;B17;04/09/2025 15:48;100;162,68728;
Monthly Domestic Values;3;2025;Waste;BE;B17;04/09/2025 15:48;100;196,86704;
Monthly Domestic Values;4;2025;Waste;BE;B17;04/09/2025 15:48;100;190,81216;
Monthly Domestic Values;5;2025;Waste;BE;B17;04/09/2025 15:48;100;171,54824;
Monthly Domestic Values;6;2025;Waste;BE;B17;04/09/2025 15:48;100;160,26064;
Monthly Domestic Values;1;2025;Wind Offshore;BE;B18;04/09/2025 15:48;100;560,67836;
Monthly Domestic Values;2;2025;Wind Offshore;BE;B18;04/09/2025 15:48;100;532,11211;
Monthly Domestic Values;3;2025;Wind Offshore;BE;B18;04/09/2025 15:48;100;276,74193;
Monthly Domestic Values;4;2025;Wind Offshore;BE;B18;04/09/2025 15:48;100;353,91791;
Monthly Domestic Values;5;2025;Wind Offshore;BE;B18;04/09/2025 15:48;100;549,70792;
Monthly Domestic Values;6;2025;Wind Offshore;BE;B18;04/09/2025 15:48;100;589,01099;
Monthly Domestic Values;1;2025;Wind Onshore;BE;B19;04/09/2025 15:48;100;514,14511;
Monthly Domestic Values;2;2025;Wind Onshore;BE;B19;04/09/2025 15:48;100;408,87716;
Monthly Domestic Values;3;2025;Wind Onshore;BE;B19;04/09/2025 15:48;100;307,24022;
Monthly Domestic Values;4;2025;Wind Onshore;BE;B19;04/09/2025 15:48;100;331,70682;
Monthly Domestic Values;5;2025;Wind Onshore;BE;B19;04/09/2025 15:48;100;414,88051;
Monthly Domestic Values;6;2025;Wind Onshore;BE;B19;04/09/2025 15:48;100;373,32868;
Monthly Domestic Values;1;2025;Biomass;BG;B01;04/09/2025 15:48;100;12,72422;
Monthly Domestic Values;2;2025;Biomass;BG;B01;04/09/2025 15:48;100;13,3117;
Monthly Domestic Values;3;2025;Biomass;BG;B01;04/09/2025 15:48;100;13,4932;
Monthly Domestic Values;4;2025;Biomass;BG;B01;04/09/2025 15:48;100;12,82131;
Monthly Domestic Values;5;2025;Biomass;BG;B01;04/09/2025 15:48;100;12,34806;
Monthly Domestic Values;6;2025;Biomass;BG;B01;04/09/2025 15:48;100;9,12569;
Monthly Domestic Values;1;2025;Fossil Brown coal/Lignite;BG;B02;04/09/2025 15:48;100;1465,65027;
Monthly Domestic Values;2;2025;Fossil Brown coal/Lignite;BG;B02;04/09/2025 15:48;100;1509,36728;
Monthly Domestic Values;3;2025;Fossil Brown coal/Lignite;BG;B02;04/09/2025 15:48;100;711,97504;
Monthly Domestic Values;4;2025;Fossil Brown coal/Lignite;BG;B02;04/09/2025 15:48;100;541,35634;
Monthly Domestic Values;5;2025;Fossil Brown coal/Lignite;BG;B02;04/09/2025 15:48;100;432,89378;
Monthly Domestic Values;6;2025;Fossil Brown coal/Lignite;BG;B02;04/09/2025 15:48;100;451,19534;
Monthly Domestic Values;1;2025;Fossil Gas;BG;B04;04/09/2025 15:48;100;225,62521;
Monthly Domestic Values;2;2025;Fossil Gas;BG;B04;04/09/2025 15:48;100;199,43554;
Monthly Domestic Values;3;2025;Fossil Gas;BG;B04;04/09/2025 15:48;100;200,25045;
Monthly Domestic Values;4;2025;Fossil Gas;BG;B04;04/09/2025 15:48;100;169,0586;
Monthly Domestic Values;5;2025;Fossil Gas;BG;B04;04/09/2025 15:48;100;117,51203;
Monthly Domestic Values;6;2025;Fossil Gas;BG;B04;04/09/2025 15:48;100;117,67875;
Monthly Domestic Values;1;2025;Fossil Hard coal;BG;B05;04/09/2025 15:48;100;38,47064;
Monthly Domestic Values;2;2025;Fossil Hard coal;BG;B05;04/09/2025 15:48;100;32,86683;
Monthly Domestic Values;3;2025;Fossil Hard coal;BG;B05;04/09/2025 15:48;100;38,21204;
Monthly Domestic Values;4;2025;Fossil Hard coal;BG;B05;04/09/2025 15:48;100;49,26182;
Monthly Domestic Values;5;2025;Fossil Hard coal;BG;B05;04/09/2025 15:48;100;21,43166;
Monthly Domestic Values;6;2025;Fossil Hard coal;BG;B05;04/09/2025 15:48;100;15,10924;
Monthly Domestic Values;1;2025;Hydro Pumped Storage;BG;B10;04/09/2025 15:48;100;15,62418;
Monthly Domestic Values;2;2025;Hydro Pumped Storage;BG;B10;04/09/2025 15:48;100;5,74497;
Monthly Domestic Values;3;2025;Hydro Pumped Storage;BG;B10;04/09/2025 15:48;100;5,6331;
Monthly Domestic Values;4;2025;Hydro Pumped Storage;BG;B10;04/09/2025 15:48;100;18,81198;
Monthly Domestic Values;5;2025;Hydro Pumped Storage;BG;B10;04/09/2025 15:48;100;23,15907;
Monthly Domestic Values;6;2025;Hydro Pumped Storage;BG;B10;04/09/2025 15:48;100;22,54527;
Monthly Domestic Values;1;2025;Hydro Run-of-river and poundage;BG;B11;04/09/2025 15:48;100;60,81715;
Monthly Domestic Values;2;2025;Hydro Run-of-river and poundage;BG;B11;04/09/2025 15:48;100;48,48141;
Monthly Domestic Values;3;2025;Hydro Run-of-river and poundage;BG;B11;04/09/2025 15:48;100;94,12311;
Monthly Domestic Values;4;2025;Hydro Run-of-river and poundage;BG;B11;04/09/2025 15:48;100;156,8634;
Monthly Domestic Values;5;2025;Hydro Run-of-river and poundage;BG;B11;04/09/2025 15:48;100;182,04031;
Monthly Domestic Values;6;2025;Hydro Run-of-river and poundage;BG;B11;04/09/2025 15:48;100;119,37422;
Monthly Domestic Values;1;2025;Hydro Water Reservoir;BG;B12;04/09/2025 15:48;100;95,71849;
Monthly Domestic Values;2;2025;Hydro Water Reservoir;BG;B12;04/09/2025 15:48;100;162,83282;
Monthly Domestic Values;3;2025;Hydro Water Reservoir;BG;B12;04/09/2025 15:48;100;74,1801;
Monthly Domestic Values;4;2025;Hydro Water Reservoir;BG;B12;04/09/2025 15:48;100;95,16286;
Monthly Domestic Values;5;2025;Hydro Water Reservoir;BG;B12;04/09/2025 15:48;100;138,50183;
Monthly Domestic Values;6;2025;Hydro Water Reservoir;BG;B12;04/09/2025 15:48;100;141,03276;
Monthly Domestic Values;1;2025;Nuclear;BG;B14;04/09/2025 15:48;100;1470,49994;
Monthly Domestic Values;2;2025;Nuclear;BG;B14;04/09/2025 15:48;100;1328,2363;
Monthly Domestic Values;3;2025;Nuclear;BG;B14;04/09/2025 15:48;100;1471,0642;
Monthly Domestic Values;4;2025;Nuclear;BG;B14;04/09/2025 15:48;100;1409,36098;
Monthly Domestic Values;5;2025;Nuclear;BG;B14;04/09/2025 15:48;100;791,75915;
Monthly Domestic Values;6;2025;Nuclear;BG;B14;04/09/2025 15:48;100;1094,62436;
Monthly Domestic Values;1;2025;Solar;BG;B16;04/09/2025 15:48;100;294,89844;
Monthly Domestic Values;2;2025;Solar;BG;B16;04/09/2025 15:48;100;347,87147;
Monthly Domestic Values;3;2025;Solar;BG;B16;04/09/2025 15:48;100;473,13031;
Monthly Domestic Values;4;2025;Solar;BG;B16;04/09/2025 15:48;100;519,54246;
Monthly Domestic Values;5;2025;Solar;BG;B16;04/09/2025 15:48;100;604,25477;
Monthly Domestic Values;6;2025;Solar;BG;B16;04/09/2025 15:48;100;799,44792;
Monthly Domestic Values;1;2025;Waste;BG;B17;04/09/2025 15:48;100;1,88573;
Monthly Domestic Values;2;2025;Waste;BG;B17;04/09/2025 15:48;100;1,80397;
Monthly Domestic Values;3;2025;Waste;BG;B17;04/09/2025 15:48;100;1,81815;
Monthly Domestic Values;4;2025;Waste;BG;B17;04/09/2025 15:48;100;2,3501;
Monthly Domestic Values;5;2025;Waste;BG;B17;04/09/2025 15:48;100;2,36602;
Monthly Domestic Values;6;2025;Waste;BG;B17;04/09/2025 15:48;100;1,98525;
Monthly Domestic Values;1;2025;Wind Onshore;BG;B19;04/09/2025 15:48;100;125,80236;
Monthly Domestic Values;2;2025;Wind Onshore;BG;B19;04/09/2025 15:48;100;144,94277;
Monthly Domestic Values;3;2025;Wind Onshore;BG;B19;04/09/2025 15:48;100;120,48523;
Monthly Domestic Values;4;2025;Wind Onshore;BG;B19;04/09/2025 15:48;100;92,34565;
Monthly Domestic Values;5;2025;Wind Onshore;BG;B19;04/09/2025 15:48;100;79,66482;
Monthly Domestic Values;6;2025;Wind Onshore;BG;B19;04/09/2025 15:48;100;73,21313;
Monthly Domestic Values;1;2025;Hydro Pumped Storage;CH;B10;04/09/2025 15:48;100;710,53872;
Monthly Domestic Values;2;2025;Hydro Pumped Storage;CH;B10;04/09/2025 15:48;100;631,84423;
Monthly Domestic Values;3;2025;Hydro Pumped Storage;CH;B10;04/09/2025 15:48;100;489,49643;
