DateTime,Prod_Nuclear_FR,Prod_Wind_FR,Prod_Solar_FR,Prod_Hydro_FR,Prod_Gas_FR,Prod_Oil_FR,Demand_FR,link_FR_ES,Price_FR
2023-01-01 10:00:00,40072.02178558044,6355.63307359246,2911.5994053707027,3099.9982624482,2716.8596811925936,584.1078933360197,52102.34330703026,-975.2525091749546,63.495440083218796
2023-01-01 11:00:00,40727.136753481485,5540.01594638433,2981.6637120886517,3009.260897230307,2396.059702807294,611.4737582647833,49736.836159213606,-753.0816118595218,67.78269354202371
2023-01-01 12:00:00,40380.518862573495,6470.38804424519,2999.2658300557296,3396.84885167871,2565.421311858509,672.1102347657587,51111.59943043693,-678.3427674685361,79.04285394590842
2023-01-01 13:00:00,40060.83750824641,6924.377090234877,2964.0960510940918,3111.9623440301903,2183.2798362140784,645.4088525422657,47554.53158159646,-1785.3117043167263,66.0005783895186
2023-01-01 14:00:00,40221.93161637271,5497.506287039916,2876.773185291121,3172.6758403484514,2144.847759343377,554.065581047743,44611.38106518083,-1103.451838081986,63.20935287775202
2023-01-01 15:00:00,40166.83716368713,6152.314668835674,2738.8336730741657,3464.0406467327953,2488.0562806489547,526.2965598582255,43580.98785959775,-559.910543959609,77.7260933217312
2023-01-01 16:00:00,40747.039536578806,6184.083862543678,2552.7045516361864,3352.2072009617664,2355.6127378499555,511.0748640842396,46917.54586609889,-1849.0529097161273,68.92788830966406
2023-01-01 17:00:00,39897.4208681171,6144.503811581747,2321.6607513663203,3015.919464765654,2940.431945252813,560.3197268961885,44779.64306889845,-806.3597623024683,78.15751188708651
2023-01-01 18:00:00,40156.53385082545,5446.163265281237,2049.76747365208,3082.347078248956,2765.3252538069655,552.4236298479357,44743.60583675026,-2127.7821147010945,63.20460932640287
2023-01-01 19:00:00,39572.952130349135,6905.49802303397,1741.8086639121611,3310.739200749882,2748.6636198505475,591.2281133600959,47428.295034272676,-1511.2534218178018,73.222350230162
2023-01-01 20:00:00,38723.50509208296,5894.250757235255,1403.2028383724441,3288.6142943020836,2903.7197397459336,636.6562671095361,43612.18946309197,-980.684724079906,68.80527505658984
2023-01-01 21:00:00,40326.80929772018,6692.817344942256,1039.9077456078583,3118.9464106872542,2083.4224354420185,639.1250891277714,45287.20045539567,-1828.357551160977,61.52973538060571
2023-01-01 22:00:00,40432.21809942975,6398.958550635009,658.3155403243816,3467.106998962397,2552.1924699224064,556.7037693164333,47089.34046293517,-1492.7553688420753,73.92926289305001
2023-01-01 23:00:00,39628.91748979678,5594.873901710267,265.1403137920271,3306.982977982948,2584.476068955769,575.9853911800241,49308.36060340397,-1735.9175037317934,64.94797511078308
2023-01-02 00:00:00,41134.877311993805,6627.595639404954,0.0,3267.8164015124794,2961.9363785472287,536.2301923473806,50357.55762040556,-175.9325338962202,60.79231045159035
2023-01-02 01:00:00,39272.817162700616,5793.0114816939695,0.0,3294.9549881772855,2292.147526792549,657.7091024613037,51159.40519123329,-917.886122256333,61.19888596499146
2023-01-02 02:00:00,40022.879258650726,6762.206394222323,0.0,3365.0610147583848,2240.828779915447,511.36961528664807,52779.76163566231,-716.3548610736652,61.221570741335746
2023-01-02 03:00:00,39906.408074987085,6162.545745271717,0.0,3155.972497739801,2100.2939422654977,639.3994483449975,53654.824033028184,-1111.3375502575773,78.15465914970079
2023-01-02 04:00:00,40766.389607179226,6763.470723709705,0.0,3199.110531108046,2016.4296295914742,655.7390791882207,53125.514011353356,-1176.7158743785994,74.79767835658203
2023-01-02 05:00:00,40734.67938495014,6385.063180155532,0.0,3104.921874487561,2929.5293167921905,655.4815123697506,53314.17410804867,-1808.2370943255164,77.9612471442747
2023-01-02 06:00:00,40077.473712848456,6450.508559639281,0.0,3093.096502940168,2669.91654659091,551.8845128690709,55518.47223559563,-1145.9186813739313,73.45164622593043
2023-01-02 07:00:00,40189.08125980109,6002.6487638534045,0.0,3472.1861949919667,2785.152912023138,574.7626275865123,52868.67931242342,-1380.7461059058116,70.57879858061766
2023-01-02 08:00:00,39556.10712618494,6912.167269446448,0.0,3369.7753975246437,2281.730105753949,617.5199270392778,51691.00692412203,-571.0380378538318,66.08892728694757
2023-01-02 09:00:00,39009.60176588804,6287.9803984592745,0.0,3245.2294043087836,2586.410166186327,554.5643804848934,52455.65959835043,-429.44906667121325,79.95924502657347
2023-01-02 10:00:00,39826.043925336926,5847.710097116359,0.0,3113.7073139866616,2063.955266120981,574.1705598435777,51623.603495661875,-266.71064221291124,67.24378117878778
2023-01-02 11:00:00,40078.17448455199,6212.7864282558485,0.0,3127.1782408851964,2485.627595934623,539.4108560371279,55175.21626591753,-573.724030269384,69.4129789842782
2023-01-02 12:00:00,40615.14534036386,5038.386396618667,0.0,3029.014580161938,2977.4951397444465,591.9711767512015,47928.83017696642,-1299.326968461493,67.56490349846923
2023-01-02 13:00:00,40601.18992439221,5603.149633349099,0.0,3217.20831277906,2876.505245316591,508.92246025082284,49947.58392194948,-1557.9484929801972,79.59053858670917
2023-01-02 14:00:00,39806.33659129602,6320.3470749853695,0.0,3155.897940997051,2338.1589518368455,659.9591769141236,48414.132567807435,-616.668409177457,63.49316770790011
2023-01-02 15:00:00,39848.84862471233,5580.155214420888,0.0,3348.17174440773,2961.5701545414986,515.3912893973265,43616.39264708878,-821.8535912638556,66.5597600181616
2023-01-02 16:00:00,39475.72351746645,6236.030857997683,0.0,3188.8759196462406,2231.7016264712047,603.7670297663052,46895.99647639072,-1884.2692253385153,73.60697332030003
2023-01-02 17:00:00,39289.991031410515,5857.537401891532,0.0,3089.8018387798174,2949.3188224156816,561.3620199090392,42662.79919946561,-822.2591036281154,61.26415236677261
2023-01-02 18:00:00,39146.86490468749,5270.9481284449,0.0,3012.3393641956654,2941.3777047064987,615.5085897662751,39741.4954388497,-592.7400887560668,72.14498748023082
2023-01-02 19:00:00,40975.38769761589,5596.564651912062,0.0,3033.6248157316245,2799.2025873523917,691.886668166685,46647.916260261816,-970.537205409185,69.55293005752833
2023-01-02 20:00:00,39745.173909124176,6139.929821402529,0.0,3339.6963867492836,2630.447936866791,629.1140488912008,42618.78424751403,-1092.5268355046708,65.67999953524202
2023-01-02 21:00:00,39780.96284919441,6181.745522496347,0.0,3226.8484222780226,2874.287966624947,507.0724871510982,47998.85448375823,-1403.824243808178,64.76826561848117
2023-01-02 22:00:00,39373.602319975034,6148.650497699157,0.0,3268.289605554361,2293.0202845077965,586.0804879016123,46898.79862851247,-1723.267349781694,70.29025486597513
2023-01-02 23:00:00,40388.74517791595,6306.401639714268,0.0,3448.335646520171,2848.9435553129183,602.0033704636501,52877.20106939304,-599.8510253299862,67.35855161074083
2023-01-03 00:00:00,39193.051076221025,6304.206540003378,265.1403137920286,3495.1694736983522,2617.8766919175237,607.2354989406904,53017.3613738622,-1154.5572223858544,69.13039782525311
2023-01-03 01:00:00,39893.629859893015,5862.836870867948,658.3155403243818,3108.448492199237,2013.2368577588995,636.2785021207676,51234.128310999506,-1116.7333307718463,66.7495476352848
2023-01-03 02:00:00,39552.26671940316,6793.093191702126,1039.9077456078596,3331.5391015500504,2347.2335179322195,555.5192195463533,51875.768816817326,-133.63940654043336,79.40987387191956
2023-01-03 03:00:00,40193.45124892963,5735.123740095793,1403.2028383724457,3131.6611883685755,2148.140860948165,525.772113093264,51706.004113206305,-657.7494465704049,62.66878863491208
2023-01-03 04:00:00,39744.59743121557,5871.729850531254,1741.8086639121634,3010.3254997328645,2981.8293898182533,578.5351353094188,53845.34731309467,-814.587499359449,61.93607906356748
2023-01-03 05:00:00,39409.683907938794,6783.846710031345,2049.767473652081,3379.189326918071,2478.370307039988,691.2811445591898,54428.28005354384,-928.9690974063822,66.86783457581832
2023-01-03 06:00:00,39985.90888583067,6612.387978092172,2321.6607513663225,3160.008575411234,2497.3913654986627,537.4261783501689,54171.82296602564,-240.00256961711364,71.82053801740983
2023-01-03 07:00:00,40214.165935265206,6407.777167080732,2552.704551636187,3191.731947085949,2639.4725163987237,680.7967909856474,54783.40814982611,-140.20534629190274,73.18352943700057
2023-01-03 08:00:00,40033.25861119158,5200.453774624602,2738.8336730741657,3294.158556776803,2368.5846061296174,608.7611900154652,54882.6201242649,-535.247444260236,67.94513494336084
2023-01-03 09:00:00,40151.23594886989,6838.965227489347,2876.773185291121,3415.524227618095,2136.900271685599,591.3822843291532,53419.41090600001,-708.8877043010378,79.98555987844342
2023-01-03 10:00:00,39682.83895315952,6428.482599098223,2964.096051094092,3314.490921795574,2822.1177331942454,676.4082820459779,49995.74099581355,-2047.3015356030724,67.03785992386085
2023-01-03 11:00:00,39818.62941700643,6997.694013135733,2999.2658300557296,3436.3253277236977,2189.847911902758,591.7207923537171,47345.58378602373,-938.1390428832467,74.42813335919905
2023-01-03 12:00:00,39663.76977611202,5298.896609315988,2981.6637120886517,3136.771017407818,2511.318982546456,644.8335273223087,51631.871128997635,-1065.053477096852,72.75165389061586
2023-01-03 13:00:00,39820.22341922973,6736.252114736429,2911.5994053707027,3399.023416956282,2224.317028974739,579.8050643406204,46282.43023361272,-953.0233853072157,76.26107726494922
2023-01-03 14:00:00,39593.42685897777,5324.985869352749,2790.305687048687,3092.817972152976,2097.844484494034,680.8088785801915,45279.133677376485,-528.476956338741,79.52451326907641
2023-01-03 15:00:00,39136.85869883416,6231.119128567689,2619.9167126006764,3476.3958284859723,2862.1915174216833,638.0050040382455,44703.11378933746,-2369.8385835947784,77.79587312891081
2023-01-03 16:00:00,40088.71307112688,5247.639965698883,2403.430465502244,3343.7441381939075,2972.91948902313,639.9244108501034,41519.2389242015,-1284.6560267350926,75.29123948715417
2023-01-03 17:00:00,39799.10953189587,6696.016458644469,2144.656007892487,3107.753838556779,2960.834658063,565.5440803114238,44045.27560849281,-865.0478225296193,73.96496955636582
2023-01-03 18:00:00,39184.900826516976,6614.637917450022,1848.1464603610927,3473.685295244462,2906.555499221179,651.3557285473778,44188.022696366264,-1233.4227730263813,66.709963393518
2023-01-03 19:00:00,40231.39112776289,6138.201477229187,1519.1188900729285,3365.427903385079,2774.047332698639,627.2122110894283,46874.18874235256,-1708.4530565631298,62.953711564134146
2023-01-03 20:00:00,39546.35081780838,5814.366594451999,1163.3625167937043,3126.970821297513,2333.145152028642,548.0040546759419,47822.48761839387,-565.5182565516022,61.25272006119619
2023-01-03 21:00:00,40025.97269789807,5138.333990910276,787.1368519259364,3106.655988683741,2081.1013899879968,532.1077644970513,47475.67696138433,-861.564047076936,64.8380340840297
2023-01-03 22:00:00,40364.545281088765,6394.857546289128,397.06156279266725,3259.1003569653317,2407.2411714138075,659.2782949034663,50551.80199501871,-1485.5522852222423,68.64562962362598
2023-01-03 23:00:00,40064.4914553787,5907.085365356138,1.1021821192326177e-12,3012.831359027266,2232.2341421709425,691.8333206070445,50679.92996760252,-842.5913977420881,70.43992547259965
